Rows,brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
13680,maruti,wagon r,manual,12,petrol,998,48001,,219000,,18.9,67.1,5,
13681,hyundai,grand,manual,4,diesel,1186,50000,,425000,,24,73.97,5,
13682,audi,a6,automatic,5,diesel,1968,16000,,3300000,,17.68,174.33,5,
13683,tata,nexon,manual,4,diesel,1497,35000,,900000,,21.5,108.5,5,
13684,hyundai,i20,manual,5,petrol,1197,50000,,585000,,18.6,81.83,5,
13685,hyundai,i20,manual,5,diesel,1396,70000,,610000,,22.54,88.73,5,
13686,maruti,wagon r,manual,8,petrol,998,35000,,250000,,18.9,67.1,5,
13687,honda,jazz,manual,6,petrol,1199,40569,,495000,,18.7,88.7,5,
13688,mahindra,scorpio,manual,2,diesel,2523,90000,,800000,,15.4,75,7,
13689,hyundai,creta,automatic,5,diesel,1582,110000,,1050000,,17.01,126.2,5,
13690,maruti,baleno,manual,4,diesel,1248,60881,,730000,,27.39,74,5,
13691,renault,kwid,manual,5,petrol,999,32736,,310000,,23.01,67,5,
13692,skoda,rapid,manual,9,diesel,1598,72500,,295000,,20.5,103.5,5,
13693,maruti,swift,manual,8,diesel,1248,275000,,400000,,22.9,74,5,
13694,honda,city,manual,7,petrol,1497,35001,,675000,,17.4,117.3,5,
13695,maruti,eeco,manual,5,petrol,1196,15000,,350000,,15.37,73,5,
13696,maruti,eeco,manual,3,petrol,1196,59000,,360000,,15.37,73,7,
13697,hyundai,grand,manual,7,diesel,1120,151315,,300000,,24,70,5,
13698,maruti,vitara,manual,4,diesel,1248,61000,,841000,,24.3,88.5,5,
13699,audi,a4,automatic,10,diesel,1968,38000,,1500000,,16.55,140,5,
13700,hyundai,i10,manual,13,petrol,1197,80000,,150000,,20.36,78.9,5,
13701,hyundai,i10,manual,11,petrol,1197,56000,,375000,,20.36,78.9,5,
13702,renault,kwid,manual,4,petrol,999,60000,,350000,,23.01,67,5,
13703,maruti,alto,manual,8,petrol,796,180000,,180000,,22.74,47.3,5,
13704,hyundai,i20,manual,11,petrol,1197,49011,,385000,,17,80,5,
13705,ford,figo,manual,7,diesel,1399,48000,,450000,,20,68.05,5,
13706,maruti,swift,manual,9,diesel,1248,68000,,390000,,22.9,74,5,
13707,maruti,alto,manual,6,petrol,796,105610,,250000,,22.74,47.3,5,
13708,mahindra,bolero,manual,4,diesel,1493,70000,,650000,,16.5,70,7,
13709,maruti,wagon r,manual,12,petrol,1061,113343,,178000,,18.9,67,5,
13710,bmw,3,automatic,12,diesel,1995,64495,,850000,,16.07,181,5,
13711,maruti,celerio,automatic,7,petrol,998,49000,,335000,,23.1,67.04,5,
13712,hyundai,i20,manual,5,petrol,1197,63669,,645000,,18.6,81.83,5,
13713,mahindra,bolero,manual,11,diesel,2523,199900,,350000,,13.6,63,7,
13714,toyota,innova,manual,10,cng,1998,103000,,1080000,,12.4,132,8,
13715,mahindra,thar,manual,4,diesel,2498,38860,,875000,,16.55,105,6,
13716,hyundai,i20,manual,3,petrol,1197,8000,,775000,,18.6,81.83,5,
13717,maruti,swift dzire,automatic,3,petrol,1197,6500,,725000,,21.21,81.8,5,
13718,hyundai,grand,manual,7,petrol,1197,90000,,300000,,18.9,82,5,
13719,honda,amaze,manual,3,diesel,1498,68000,,540000,,24.7,98.63,5,
13720,ford,figo,manual,2,petrol,1196,31000,,525000,,18.16,86.8,5,
13721,honda,jazz,manual,5,petrol,1199,84000,,565000,,18.2,88.7,5,
13722,maruti,swift dzire,manual,4,diesel,1248,60852,,725000,,19.3,73.9,5,
13723,hyundai,verna,manual,9,diesel,1582,76800,,450000,,22.32,126.3,5,
13724,hyundai,grand,manual,6,petrol,1197,29751,,512000,,18.9,82,5,
13725,maruti,wagon r,manual,2,petrol,998,40000,,450000,,21.79,67.05,5,
13726,mini,cooper,automatic,7,petrol,1598,21800,,2000000,,15.6,120.7,5,
13727,hyundai,creta,manual,4,diesel,1396,48001,,1025000,,21.38,88.7,5,
13728,maruti,swift,manual,4,diesel,1248,55000,,545000,,25.2,74,5,
13729,ford,figo,manual,11,diesel,1399,68176,,275000,,20,68.05,5,
13730,maruti,s-presso,manual,1,petrol,998,2000,,450000,,21.7,67,5,
13731,nissan,kicks,manual,2,diesel,1461,40000,,1200000,,19.39,108,5,
13732,hyundai,i20,manual,5,petrol,1197,40000,,500000,,18.6,81.83,5,
13733,ford,figo,manual,11,diesel,1399,51060,,280000,,20,68,5,
13734,hyundai,creta,manual,3,diesel,1582,20000,,1100000,,19.67,126.2,5,
13735,renault,duster,manual,6,diesel,1461,159000,,625000,,19.01,108.45,5,
13736,maruti,ertiga,automatic,2,petrol,1462,32000,,975000,,18.69,103,7,
13737,maruti,wagon r,manual,5,petrol,998,10000,,400000,,20.51,67.04,5,
13738,jeep,compass,manual,4,diesel,1956,54000,,1500000,,17.1,170,5,
13739,hyundai,grand,manual,6,diesel,1120,110000,,380000,,24,70,5,
13740,hyundai,verna,manual,3,petrol,1591,37000,,990000,,17.01,121.3,5,
13741,renault,kwid,manual,5,petrol,999,54701,,260000,,23.01,67,5,
13742,maruti,alto,manual,11,petrol,796,70000,,135000,,19.7,46.3,5,
13743,mahindra,xuv500,manual,9,diesel,2179,87500,,600000,,15.1,140,7,
13744,maruti,swift dzire,automatic,3,diesel,1248,70000,,800000,,28.4,74.02,5,
13745,renault,duster,manual,7,diesel,1461,49000,,550000,,19.01,108.45,5,
13746,honda,wr-v,manual,4,diesel,1498,70000,,760000,,25.5,98.6,5,
13747,hyundai,i20,manual,10,diesel,1396,111000,,399000,,23,90,5,
13748,hyundai,i20,manual,12,petrol,1197,11638,,300000,,20.35,81.86,5,
13749,maruti,wagon r,manual,2,petrol,1197,9605,,500000,,20.52,81.8,5,
13750,renault,kwid,manual,5,petrol,999,58000,,345000,,23.01,67,5,
13751,mahindra,kuv100,manual,3,petrol,1198,22000,,450000,,18.15,82,6,
13752,mahindra,marazzo,manual,1,diesel,1497,20000,,950000,,17.3,121,7,
13753,hyundai,creta,manual,3,diesel,1396,70000,,998000,,22.1,88.7,5,
13754,maruti,baleno,automatic,1,petrol,1197,30000,,890000,,19.56,81.8,5,
13755,volkswagen,polo,manual,5,petrol,1198,146000,,350000,,18.78,74,5,
13756,ford,figo,manual,4,diesel,1498,40000,,580000,,24.29,99,5,
13757,hyundai,grand,manual,5,petrol,1197,30000,,550000,,18.9,82,5,
13758,toyota,yaris,automatic,3,petrol,1496,30000,,1300000,,17.8,105.5,5,
13759,hyundai,verna,automatic,4,petrol,1591,28000,,1090000,,17,121.3,5,
13760,bmw,3,automatic,10,diesel,1995,90000,,895000,,16.07,181,5,
13761,mahindra,bolero,manual,14,diesel,2523,110000,,250000,,13.6,63,7,
13762,ford,ecosport,automatic,6,petrol,1499,27000,,750000,,15.63,110.4,5,
13763,honda,amaze,manual,6,petrol,1198,40000,,450000,,18,86.7,5,
13764,maruti,swift dzire,manual,11,diesel,1248,60000,,310000,,19.3,73.9,5,
13765,hyundai,i20,manual,6,petrol,1197,27452,,540000,,18.6,81.83,5,
13766,mahindra,bolero,manual,8,diesel,2523,75000,,521000,,15.96,62.1,7,
13767,maruti,alto,manual,6,petrol,796,18604,,310000,,22.74,47.3,5,
13768,maruti,vitara,manual,3,diesel,1248,48000,,855000,,24.3,88.5,5,
13769,mahindra,thar,manual,6,diesel,2523,36000,,725000,,18.06,63,7,
13770,maruti,swift,manual,6,petrol,1197,87020,,550000,,21.21,81.8,5,
13771,mahindra,scorpio,automatic,11,diesel,2179,95000,,500000,,11.79,120,8,
13772,toyota,innova,manual,8,diesel,2494,170000,,700000,,12.99,100.6,7,
13773,maruti,alto,manual,9,petrol,998,32103,,245000,,20.92,67.1,5,
13774,hyundai,i20,manual,11,petrol,1197,72240,,350000,,17,80,5,
13775,hyundai,i10,manual,10,petrol,1197,66000,,285000,,20.36,78.9,5,
13776,ford,aspire,manual,4,diesel,1498,90000,,530000,,25.83,99,5,
13777,maruti,swift dzire,manual,8,diesel,1248,82000,,489000,,19.3,73.9,5,
13778,renault,duster,manual,5,diesel,1461,123000,,650000,,19.64,108.45,5,
13779,hyundai,i20,manual,7,diesel,1396,75000,,499000,,22.54,88.73,5,
13780,volkswagen,polo,manual,9,petrol,1198,72000,,311000,,16.47,73.9,5,
13781,hyundai,i10,automatic,11,petrol,1197,50000,,350000,,16.95,78.9,5,
13782,toyota,fortuner,automatic,4,diesel,2755,30000,,3300000,,15.04,174.5,7,
13783,audi,a4,automatic,8,diesel,1968,55500,,1500000,,15.2,140.8,5,
13784,toyota,innova,manual,5,diesel,2393,100000,,1600000,,13.68,147.8,8,
13785,maruti,swift dzire,automatic,4,diesel,1248,32000,,785000,,28.4,74.02,5,
13786,maruti,swift dzire,automatic,3,petrol,1197,18000,,750000,,21.21,81.8,5,
13787,maruti,eeco,manual,5,petrol,1196,15000,,350000,,15.37,73,7,
13788,hyundai,i20,manual,7,petrol,1197,40000,,460000,,18.6,81.83,5,
13789,hyundai,i20,manual,2,petrol,1197,11972,,635000,,18.6,81.83,5,
13790,mahindra,scorpio,automatic,9,diesel,2179,212000,,450000,,11.79,120,8,
13791,maruti,swift dzire,manual,4,diesel,1248,56000,,651000,,26.59,74,5,
13792,hyundai,grand,manual,7,diesel,1120,95094,,395000,,24,70,5,
13793,maruti,swift,manual,11,diesel,1248,74000,,340000,,28.4,74,5,
13794,maruti,swift dzire,manual,4,diesel,1248,48300,,350000,,28.4,74.02,5,
13795,mahindra,bolero,manual,10,diesel,2523,95000,,330000,,13.6,63,7,
13796,renault,duster,manual,6,diesel,1461,30000,,800000,,20.45,83.8,5,
13797,maruti,eeco,manual,2,petrol,1196,25000,,370000,,15.37,73,5,
13798,maruti,swift dzire,manual,8,petrol,1197,105000,,400000,,19.1,85.8,5,
13799,ford,figo,manual,9,diesel,1399,90000,,280000,,20,68,5,
13800,volkswagen,vento,manual,6,diesel,1498,50000,,550000,,22.27,108.6,5,
13801,maruti,swift dzire,manual,8,diesel,1248,56000,,520000,,19.3,73.9,5,
13802,maruti,swift dzire,manual,5,diesel,1248,110000,,535000,,26.59,74,5,
13803,maruti,swift,manual,6,petrol,1197,50000,,450000,,20.4,81.8,5,
13804,maruti,alto,automatic,5,petrol,998,25000,,415000,,23.95,67.05,5,
13805,honda,jazz,automatic,5,petrol,1199,46858,,725000,,19,88.7,5,
13806,tata,safari,manual,12,diesel,2179,80000,,265000,,13.93,138,7,
13807,ford,ecosport,manual,6,petrol,1499,67300,,600000,,15.85,110.4,5,
13808,hyundai,grand,manual,8,diesel,1120,65000,,348000,,24,70,5,
13809,maruti,swift dzire,automatic,3,petrol,1197,48000,,765000,,21.21,81.8,5,
13810,maruti,swift dzire,manual,7,diesel,1248,36658,,590000,,23.4,74,5,
13811,honda,city,automatic,5,petrol,1497,14000,,850000,,18,117.3,5,
13812,hyundai,verna,manual,9,diesel,1493,57400,,525000,,16.8,110,5,
13813,maruti,swift,manual,5,petrol,1197,90000,,500000,,20.4,81.8,5,
13814,maruti,alto,manual,2,petrol,796,32895,,300000,,22.05,47.3,5,
13815,toyota,innova,manual,7,diesel,2494,120000,,925000,,12.99,100.6,7,
13816,maruti,swift,manual,7,diesel,1248,16000,,500000,,25.2,74,5,
13817,maruti,swift dzire,manual,11,petrol,1298,35966,,260000,,17.5,85.8,5,
13818,renault,duster,manual,4,diesel,1461,50000,,750000,,19.87,83.8,5,
13819,hyundai,i20,manual,4,petrol,1197,27240,,642000,,17.19,81.86,5,
13820,maruti,alto,manual,7,petrol,796,45075,,255000,,22.74,47.3,5,
13821,renault,kwid,manual,3,petrol,799,7300,,330000,,25.17,53.3,5,
13822,hyundai,i20,manual,5,petrol,1197,40000,,500000,,17.19,81.86,5,
13823,toyota,innova,manual,8,diesel,2494,150000,,1190000,,12.8,102,8,
13824,volkswagen,polo,manual,9,diesel,1199,70000,,425000,,22.07,73.9,5,
13825,tata,safari,manual,8,diesel,2179,158000,,470000,,14,138.1,7,
13826,mahindra,xuv500,automatic,5,diesel,2179,80000,,1050000,,16,140,7,
13827,toyota,fortuner,manual,9,diesel,2982,147550,,1400000,,13,168.5,7,
13828,renault,duster,manual,8,diesel,1461,80000,,550000,,19.01,108.45,5,
13829,porsche,cayenne,automatic,6,diesel,2967,38000,,6300000,,13.5,240,5,
13830,toyota,innova,automatic,5,diesel,2755,46000,,1550000,,11.36,171.5,7,
13831,maruti,alto,manual,5,petrol,796,15000,,295000,,22.74,47.3,5,
13832,mercedes-benz,e-class,automatic,12,diesel,2987,107742,,1175000,,11,198.5,5,
13833,mahindra,scorpio,manual,4,diesel,2179,58446,,900000,,15.4,120,7,
13834,honda,city,manual,7,diesel,1498,68000,,645000,,25.1,98.6,5,
13835,hyundai,verna,manual,4,diesel,1582,41000,,835000,,23.9,126.2,5,
13836,datsun,redigo,manual,3,petrol,799,20000,,425000,,22.7,53.64,5,
13837,mahindra,bolero,manual,2,diesel,2523,35000,,870000,,15.96,63,9,
13838,hyundai,i10,manual,9,petrol,1197,36834,,365000,,20.36,78.9,5,
13839,audi,a8,automatic,6,diesel,2967,25000,,5500000,,11.8,246.7,5,
13840,hyundai,i10,manual,11,petrol,1197,70000,,225000,,20.36,78.9,5,
13841,maruti,wagon r,manual,5,petrol,998,48000,,425000,,18.9,67.1,5,
13842,hyundai,i20,manual,7,diesel,1396,60000,,450000,,22.54,88.73,5,
13843,hyundai,creta,manual,3,diesel,1396,100000,,890000,,22.1,88.7,5,
13844,renault,duster,manual,7,diesel,1461,90000,,450000,,20.45,83.8,5,
13845,maruti,ciaz,manual,4,diesel,1248,57000,,720000,,28.09,88.5,5,
13846,maruti,swift,manual,7,petrol,1197,70000,,370000,,18.6,85.8,5,
13847,hyundai,verna,manual,7,diesel,1396,100000,,700000,,24.8,88.7,5,
13848,maruti,baleno,manual,4,petrol,1197,110000,,550000,,21.4,83.1,5,
13849,toyota,innova,manual,7,diesel,2494,100000,,1011000,,12.99,100.6,7,
13850,isuzu,d-max,manual,3,diesel,2499,120000,,1200000,,12.4,134,5,
13851,volkswagen,vento,automatic,7,diesel,1498,69264,,480000,,21.21,103.2,5,
13852,audi,a6,automatic,5,diesel,1968,35000,,3000000,,18.53,187.74,5,
13853,maruti,swift dzire,manual,11,diesel,1248,50000,,300000,,19.3,73.9,5,
13854,mahindra,xuv500,manual,6,diesel,2179,35000,,1100000,,15.1,140,7,
13855,mahindra,bolero,manual,5,diesel,2523,120000,,600000,,15.96,62.1,9,
13856,maruti,wagon r,manual,12,petrol,998,85281,,210000,,18.9,67.1,5,
13857,honda,civic,automatic,2,petrol,1799,13989,,2150000,,16.5,139.46,5,
13858,maruti,swift,manual,8,diesel,1248,75486,,455000,,28.4,74,5,
13859,ford,ecosport,manual,4,diesel,1498,39000,,835000,,22.77,98.59,5,
13860,hyundai,i20,manual,9,petrol,1197,50000,,435000,,17,80,5,
13861,honda,city,manual,6,petrol,1497,62000,,650000,,17.8,117.3,5,
13862,maruti,swift dzire,manual,5,petrol,1197,41000,,665000,,20.85,83.14,5,
13863,mahindra,scorpio,manual,11,diesel,2179,102272,,520000,,12.05,120,8,
13864,maruti,swift dzire,manual,13,diesel,1248,84903,,340000,,19.3,73.9,5,
13865,toyota,innova,manual,11,diesel,2494,200000,,650000,,12.99,100.6,7,
13866,maruti,alto,manual,5,petrol,796,62000,,295000,,22.74,47.3,5,
13867,maruti,swift dzire,manual,6,diesel,1248,190000,,500000,,26.59,74,5,
13868,mahindra,xuv500,manual,1,diesel,2179,2200,,1475000,,15.1,152.87,7,
13869,hyundai,grand,automatic,1,petrol,1197,14000,,690000,,20.7,81.86,5,
13870,hyundai,verna,automatic,9,diesel,1493,60002,,550000,,16.2,110,5,
13871,maruti,ertiga,manual,2,diesel,1248,30000,,1000000,,25.47,88.5,7,
13872,maruti,ignis,manual,0,petrol,1197,5000,,550000,,20.89,81.8,5,
13873,hyundai,grand,manual,5,petrol,1197,21986,,560000,,18.9,82,5,
13874,hyundai,grand,manual,6,petrol,1197,23787,,515000,,18.9,82,5,
13875,hyundai,i20,manual,5,petrol,1197,46000,,550000,,18.6,81.83,5,
13876,honda,city,manual,5,petrol,1497,129000,,725000,,17.8,117.3,5,
13877,bmw,5,automatic,9,diesel,2993,90000,,1650000,,16.73,218,5,
13878,honda,city,automatic,5,petrol,1497,28000,,850000,,18,117.3,5,
13879,maruti,swift dzire,manual,9,diesel,1248,100000,,371000,,19.3,73.9,5,
13880,volkswagen,polo,manual,5,diesel,1498,69000,,695000,,20.14,88.7,5,
13881,hyundai,i10,manual,10,petrol,1197,40000,,350000,,20.36,78.9,5,
13882,ford,endeavour,automatic,3,diesel,3198,65000,,3100000,,10.91,197,7,
13883,hyundai,santro,manual,13,petrol,1086,90000,,160000,,17.92,62.1,5,
13884,jaguar,xf,automatic,10,diesel,2993,61000,,1690000,,14.74,270.9,5,
13885,maruti,swift,manual,14,diesel,1248,106000,,299000,,17.8,75,5,
13886,hyundai,verna,manual,7,diesel,1582,45354,,600000,,22.32,126.32,5,
13887,mahindra,thar,manual,4,diesel,2498,20000,,870000,,16.55,105,6,
13888,honda,city,automatic,6,petrol,1497,78000,,895000,,18,117.3,5,
13889,maruti,swift,manual,13,diesel,1248,92000,,290000,,17.8,75,5,
13890,renault,kwid,manual,3,petrol,799,30000,,350000,,25.17,53.3,5,
13891,hyundai,i10,manual,5,petrol,1086,70038,,420000,,19.81,68.05,5,
13892,toyota,innova,manual,5,diesel,2393,125000,,1625000,,13.68,147.51,8,
13893,hyundai,i20,manual,4,petrol,1197,57000,,690000,,18.6,81.86,5,
13894,toyota,innova,manual,6,diesel,2494,200000,,850000,,12.99,100.6,8,
13895,volkswagen,vento,manual,6,diesel,1498,49728,,625000,,20.34,103.2,5,
13896,maruti,alto,manual,3,petrol,998,30000,,350000,,23.95,67.05,5,
13897,hyundai,i10,manual,6,petrol,1086,25000,,385000,,19.81,68.05,5,
13898,toyota,innova,manual,10,diesel,2494,133000,,545000,,12.99,100.6,7,
13899,maruti,wagon r,manual,7,lpg,998,50000,,350000,,14.6,61.6,5,
13900,ford,figo,manual,5,petrol,1196,35000,,595000,,18.16,86.8,5,
13901,honda,jazz,automatic,3,petrol,1199,32000,,750000,,19,88.7,5,
13902,honda,city,manual,6,petrol,1497,75129,,640000,,17.4,117.3,5,
13903,honda,city,manual,5,diesel,1498,66000,,785000,,26,98.6,5,
13904,hyundai,i20,manual,5,petrol,1197,27965,,625000,,18.6,81.83,5,
13905,maruti,swift,manual,7,diesel,1248,70000,,350000,,25.2,74,5,
13906,ford,figo,manual,4,diesel,1399,53400,,550000,,20,68,5,
13907,maruti,swift dzire,manual,6,petrol,1197,49162,,495000,,22,81.8,5,
13908,maruti,swift dzire,manual,8,diesel,1248,200000,,370000,,23.4,74,5,
13909,maruti,ignis,automatic,2,petrol,1197,8664,,630000,,20.89,81.8,5,
13910,datsun,go,manual,3,petrol,1198,30000,,410000,,19.83,67,7,
13911,maruti,swift,manual,5,diesel,1248,110000,,650000,,25.2,74,5,
13912,volkswagen,polo,manual,5,petrol,1198,43000,,550000,,16.47,73.9,5,
13913,maruti,baleno,manual,2,petrol,1197,5800,,685000,,21.01,81.8,5,
13914,hyundai,i20,manual,6,diesel,1396,90000,,625000,,22.54,88.73,5,
13915,renault,duster,manual,6,diesel,1461,145953,,650000,,20.45,83.8,5,
13916,renault,kwid,automatic,1,petrol,999,1200,,450000,,22,67,5,
13917,mahindra,scorpio,manual,6,diesel,1997,120000,,1020000,,15.4,120,7,
13918,honda,amaze,manual,4,diesel,1498,97000,,460000,,25.8,98.6,5,
13919,maruti,swift,manual,9,diesel,1248,100000,,425000,,22.9,74,5,
13920,mahindra,xuv500,manual,6,diesel,2179,79304,,985000,,16,140,7,
13921,maruti,swift dzire,manual,6,diesel,1248,53000,,645000,,26.59,74,5,
13922,mahindra,xuv500,manual,4,diesel,1997,62000,,1375000,,16,140,7,
13923,maruti,alto,manual,9,petrol,998,69254,,230000,,20.92,67.1,5,
13924,mercedes-benz,gl-class,automatic,8,diesel,2987,120000,,3575000,,12,224,7,
13925,honda,jazz,manual,3,petrol,1198,58001,,600000,,16,90,5,
13926,hyundai,grand,manual,4,petrol,1197,40000,,410000,,17,81.86,5,
13927,datsun,redigo,manual,4,petrol,999,40000,,260000,,22.5,67,5,
13928,volkswagen,vento,manual,10,diesel,1598,105000,,395000,,20.54,103.6,5,
13929,honda,wr-v,manual,3,petrol,1199,22000,,750000,,17.5,88.7,5,
13930,maruti,swift,manual,8,diesel,1248,70000,,490000,,28.4,74,5,
13931,volkswagen,vento,manual,9,diesel,1598,120000,,300000,,20.54,103.6,5,
13932,toyota,innova,manual,8,diesel,2494,42000,,850000,,12.99,100.6,8,
13933,tata,tiago,manual,2,diesel,1047,23296,,575000,,27.28,69,5,
13934,hyundai,verna,manual,4,diesel,1582,10000,,1000000,,23.9,126.32,5,
13935,volkswagen,vento,manual,7,diesel,1498,102000,,550000,,20.34,103.2,5,
13936,maruti,alto,manual,11,petrol,796,50000,,250000,,19.7,46.3,5,
13937,bmw,3,automatic,8,diesel,1995,15000,,1900000,,18.88,184,5,
13938,hyundai,verna,manual,10,petrol,1591,8000,,550000,,17.01,121.3,5,
13939,maruti,alto,manual,11,petrol,998,39290,,240000,,23.95,67.05,5,
13940,maruti,alto,manual,8,petrol,796,71239,,260000,,22.74,47.3,5,
13941,skoda,rapid,manual,3,diesel,1498,24000,,950000,,21.13,108.6,5,
13942,maruti,ertiga,manual,6,diesel,1248,55000,,735000,,20.77,88.76,7,
13943,hyundai,i20,manual,3,petrol,1197,32000,,650000,,18.6,81.83,5,
13944,tata,safari,manual,11,diesel,2179,150000,,350000,,13.93,138,7,
13945,audi,a4,automatic,9,diesel,1968,64705,,1350000,,16.55,147.51,5,
13946,skoda,rapid,automatic,5,diesel,1498,51930,,795000,,21.66,103.52,5,
13947,hyundai,i10,manual,12,petrol,1086,42000,,180000,,19.81,68.05,5,
13948,hyundai,i10,manual,5,petrol,1086,16500,,465000,,19.81,68.05,5,
13949,maruti,alto,manual,1,petrol,796,5000,,300000,,22.05,47.3,5,
13950,hyundai,i20,manual,7,diesel,1396,100000,,550000,,22.54,88.73,5,
13951,audi,a4,automatic,11,petrol,1984,70000,,1200000,,10.8,132,5,
13952,maruti,celerio,automatic,3,petrol,998,40000,,350000,,23.1,67.04,5,
13953,maruti,alto,manual,4,petrol,998,80000,,300000,,23.95,67.05,5,
13954,bmw,5,automatic,4,diesel,1995,5200,,5350000,,22.48,187.74,5,
13955,hyundai,grand,manual,4,diesel,1186,60000,,650000,,24,73.97,5,
13956,ford,figo,manual,6,diesel,1399,40000,,450000,,20,68.05,5,
13957,maruti,ignis,automatic,3,petrol,1197,19000,,625000,,20.89,81.8,5,
13958,ford,figo,manual,5,diesel,1498,50000,,450000,,25.83,99,5,
13959,hyundai,i10,manual,6,petrol,1197,36977,,422000,,20.36,78.9,5,
13960,maruti,vitara,manual,5,diesel,1248,52000,,900000,,24.3,88.5,5,
13961,honda,city,manual,7,diesel,1498,80000,,450000,,26,98.6,5,
13962,hyundai,creta,automatic,5,diesel,1582,45000,,1170000,,17.01,126.2,5,
13963,volkswagen,polo,manual,7,diesel,1498,111056,,430000,,20.14,88.8,5,
13964,hyundai,i10,manual,11,petrol,1197,54886,,250000,,20.36,78.9,5,
13965,honda,wr-v,manual,3,petrol,1199,17000,,900000,,17.5,88.7,5,
13966,hyundai,grand,manual,4,petrol,1197,49000,,510000,,18.9,82,5,
13967,maruti,baleno,manual,5,petrol,1197,59434,,599000,,21.01,81.8,5,
13968,maruti,swift,manual,4,diesel,1248,56145,,659000,,28.4,74,5,
13969,hyundai,i20,manual,9,diesel,1396,76950,,450000,,21.9,90,5,
13970,maruti,swift,manual,9,diesel,1248,110000,,320000,,22.9,74,5,
13971,maruti,wagon r,manual,10,petrol,998,35000,,315000,,18.9,67.1,5,
13972,maruti,ciaz,manual,5,diesel,1248,80000,,650000,,28.09,88.5,5,
13973,mercedes-benz,c-class,automatic,4,diesel,2143,24500,,2950000,,14.84,170,5,
13974,hyundai,verna,manual,8,diesel,1582,79345,,550000,,22.32,126.32,5,
13975,maruti,swift dzire,manual,6,diesel,1248,77482,,552000,,26.59,74,5,
13976,maruti,alto,manual,16,petrol,796,50000,,70000,,19.7,46.3,5,
13977,maruti,swift dzire,manual,3,petrol,1197,12400,,690000,,21.21,81.8,5,
13978,maruti,alto,automatic,3,petrol,998,10000,,420000,,23.95,67.1,5,
13979,volkswagen,polo,manual,2,petrol,999,18000,,700000,,18.78,75,5,
13980,bmw,x1,automatic,5,diesel,1995,40000,,2900000,,20.68,188,5,
13981,hyundai,i10,manual,9,petrol,1197,65253,,380000,,20.36,78.9,5,
13982,maruti,ciaz,manual,5,diesel,1248,85000,,650000,,26.21,88.5,5,
13983,honda,city,manual,7,diesel,1498,65000,,550000,,26,98.6,5,
13984,volkswagen,polo,automatic,7,petrol,1197,65321,,575000,,17.21,103.6,5,
13985,maruti,ertiga,manual,7,diesel,1248,127731,,665000,,20.77,88.8,7,
13986,hyundai,creta,manual,3,diesel,1396,58363,,1250000,,21.38,88.7,5,
13987,maruti,swift,manual,6,diesel,1248,76400,,575000,,25.2,74,5,
13988,honda,amaze,manual,6,diesel,1498,61000,,515000,,25.8,98.6,5,
13989,maruti,alto,manual,5,petrol,796,40000,,280000,,22.74,47.3,5,
13990,honda,amaze,manual,6,diesel,1498,70000,,480000,,25.8,98.6,5,
13991,maruti,swift,manual,12,diesel,1248,105000,,240000,,17.8,75,5,
13992,maruti,vitara,manual,4,diesel,1248,26000,,850000,,24.3,88.5,5,
13993,maruti,swift dzire,manual,5,diesel,1248,80000,,600000,,19.3,73.9,5,
13994,mahindra,xuv500,automatic,5,diesel,2179,59000,,1500000,,16,140,7,
13995,honda,amaze,manual,3,petrol,1198,25000,,650000,,17.8,86.7,5,
13996,maruti,swift dzire,manual,5,petrol,1197,62454,,334000,,19,85.8,5,
13997,mahindra,scorpio,manual,4,diesel,1997,50000,,810000,,15.4,120,9,
13998,hyundai,creta,manual,4,petrol,1591,71000,,899000,,15.29,121.3,5,
13999,hyundai,i20,manual,3,petrol,1197,86516,,750000,,18.6,81.86,5,
14000,mahindra,scorpio,manual,9,diesel,2179,94181,,600000,,12.05,120,8,
14001,hyundai,verna,manual,2,petrol,1591,12000,,1150000,,17,121.3,5,
14002,maruti,ignis,manual,4,diesel,1248,59518,,530000,,26.8,74,5,
14003,maruti,swift dzire,manual,13,diesel,1248,100000,,225000,,19.3,73.9,5,
14004,hyundai,verna,manual,10,diesel,1582,74000,,445000,,22.32,126.3,5,
14005,maruti,swift dzire,manual,9,diesel,1248,80000,,384000,,19.3,73.9,5,
14006,hyundai,grand,manual,3,diesel,1186,38000,,475000,,24,73.97,5,
14007,mahindra,scorpio,manual,4,diesel,2179,55000,,1450000,,16.36,140,7,
14008,maruti,alto,manual,9,petrol,796,67000,,245000,,18.9,47,5,
14009,skoda,rapid,manual,6,diesel,1498,67000,,675000,,21.14,103.52,5,
14010,toyota,innova,manual,10,diesel,2494,200000,,450000,,12.8,102,7,
14011,mahindra,bolero,manual,5,diesel,2523,150000,,500000,,15.96,63,9,
14012,maruti,wagon r,manual,12,petrol,998,69000,,250000,,21.79,67.05,5,
14013,honda,civic,automatic,12,petrol,1799,81000,,490000,,12.9,130,5,
14014,toyota,fortuner,automatic,4,diesel,2755,56700,,3100000,,12.9,174.5,7,
14015,maruti,swift,manual,9,diesel,1248,76000,,440000,,22.9,74,5,
14016,maruti,alto,manual,14,petrol,796,83000,,110000,,19.7,46.3,5,
14017,hyundai,i20,manual,4,petrol,1197,33200,,625000,,18.6,81.83,5,
14018,maruti,swift dzire,manual,8,diesel,1248,73000,,580000,,23.4,74,5,
